"NomeCidade","CodEstadoIBGE","NomeEstado","Regiao","ID_Regiao"
"Itapecerica",31,"Minas Gerais","Sudeste",3
"Itapeva",31,"Minas Gerais","Sudeste",3
"Itatiaiuçu",31,"Minas Gerais","Sudeste",3
"Itaú de Minas",31,"Minas Gerais","Sudeste",3
"Itaúna",31,"Minas Gerais","Sudeste",3
"Itaverava",31,"Minas Gerais","Sudeste",3
"Itinga",31,"Minas Gerais","Sudeste",3
"Itueta",31,"Minas Gerais","Sudeste",3
"Ituiutaba",31,"Minas Gerais","Sudeste",3
"Itumirim",31,"Minas Gerais","Sudeste",3
"Iturama",31,"Minas Gerais","Sudeste",3
"Itutinga",31,"Minas Gerais","Sudeste",3
"Jaboticatubas",31,"Minas Gerais","Sudeste",3
"Jacinto",31,"Minas Gerais","Sudeste",3
"Jacuí",31,"Minas Gerais","Sudeste",3
"Jacutinga",31,"Minas Gerais","Sudeste",3
"Jaguaraçu",31,"Minas Gerais","Sudeste",3
"Jaíba",31,"Minas Gerais","Sudeste",3
"Jampruca",31,"Minas Gerais","Sudeste",3
"Janaúba",31,"Minas Gerais","Sudeste",3
"Januária",31,"Minas Gerais","Sudeste",3
"Japaraíba",31,"Minas Gerais","Sudeste",3
"Japonvar",31,"Minas Gerais","Sudeste",3
"Jeceaba",31,"Minas Gerais","Sudeste",3
"Jenipapo de Minas",31,"Minas Gerais","Sudeste",3
"Jequeri",31,"Minas Gerais","Sudeste",3
"Jequitaí",31,"Minas Gerais","Sudeste",3
"Jequitibá",31,"Minas Gerais","Sudeste",3
"Jequitinhonha",31,"Minas Gerais","Sudeste",3
"Jesuânia",31,"Minas Gerais","Sudeste",3
"Joaíma",31,"Minas Gerais","Sudeste",3
"Joanésia",31,"Minas Gerais","Sudeste",3
"João Monlevade",31,"Minas Gerais","Sudeste",3
"João Pinheiro",31,"Minas Gerais","Sudeste",3
"Joaquim Felício",31,"Minas Gerais","Sudeste",3
"Jordânia",31,"Minas Gerais","Sudeste",3
"José Gonçalves de Minas",31,"Minas Gerais","Sudeste",3
"José Raydan",31,"Minas Gerais","Sudeste",3
"Josenópolis",31,"Minas Gerais","Sudeste",3
"Nova União",31,"Minas Gerais","Sudeste",3
"Juatuba",31,"Minas Gerais","Sudeste",3
"Juiz de Fora",31,"Minas Gerais","Sudeste",3
"Juramento",31,"Minas Gerais","Sudeste",3
"Juruaia",31,"Minas Gerais","Sudeste",3
"Juvenília",31,"Minas Gerais","Sudeste",3
"Ladainha",31,"Minas Gerais","Sudeste",3
"Lagamar",31,"Minas Gerais","Sudeste",3
"Lagoa da Prata",31,"Minas Gerais","Sudeste",3
"Lagoa dos Patos",31,"Minas Gerais","Sudeste",3
"Lagoa Dourada",31,"Minas Gerais","Sudeste",3
"Lagoa Formosa",31,"Minas Gerais","Sudeste",3
"Lagoa Grande",31,"Minas Gerais","Sudeste",3
"Lagoa Santa",31,"Minas Gerais","Sudeste",3
"Lajinha",31,"Minas Gerais","Sudeste",3
"Lambari",31,"Minas Gerais","Sudeste",3
"Lamim",31,"Minas Gerais","Sudeste",3
"Laranjal",31,"Minas Gerais","Sudeste",3
"Lassance",31,"Minas Gerais","Sudeste",3
"Lavras",31,"Minas Gerais","Sudeste",3
"Leandro Ferreira",31,"Minas Gerais","Sudeste",3
"Leme do Prado",31,"Minas Gerais","Sudeste",3
"Leopoldina",31,"Minas Gerais","Sudeste",3
"Liberdade",31,"Minas Gerais","Sudeste",3
"Lima Duarte",31,"Minas Gerais","Sudeste",3
"Limeira do Oeste",31,"Minas Gerais","Sudeste",3
"Lontra",31,"Minas Gerais","Sudeste",3
"Luisburgo",31,"Minas Gerais","Sudeste",3
"Luislândia",31,"Minas Gerais","Sudeste",3
"Luminárias",31,"Minas Gerais","Sudeste",3
"Luz",31,"Minas Gerais","Sudeste",3
"Machacalis",31,"Minas Gerais","Sudeste",3
"Machado",31,"Minas Gerais","Sudeste",3
"Madre de Deus de Minas",31,"Minas Gerais","Sudeste",3
"Malacacheta",31,"Minas Gerais","Sudeste",3
"Mamonas",31,"Minas Gerais","Sudeste",3
"Manga",31,"Minas Gerais","Sudeste",3
"Manhuaçu",31,"Minas Gerais","Sudeste",3
"Manhumirim",31,"Minas Gerais","Sudeste",3
"Mantena",31,"Minas Gerais","Sudeste",3
"Maravilhas",31,"Minas Gerais","Sudeste",3
"Mar de Espanha",31,"Minas Gerais","Sudeste",3
"Maria da Fé",31,"Minas Gerais","Sudeste",3
"Mariana",31,"Minas Gerais","Sudeste",3
"Marilac",31,"Minas Gerais","Sudeste",3
"Mário Campos",31,"Minas Gerais","Sudeste",3
"Maripá de Minas",31,"Minas Gerais","Sudeste",3
"Marliéria",31,"Minas Gerais","Sudeste",3
"Marmelópolis",31,"Minas Gerais","Sudeste",3
"Martinho Campos",31,"Minas Gerais","Sudeste",3
"Martins Soares",31,"Minas Gerais","Sudeste",3
"Mata Verde",31,"Minas Gerais","Sudeste",3
"Materlândia",31,"Minas Gerais","Sudeste",3
"Mateus Leme",31,"Minas Gerais","Sudeste",3
"Matias Barbosa",31,"Minas Gerais","Sudeste",3
"Matias Cardoso",31,"Minas Gerais","Sudeste",3
"Matipó",31,"Minas Gerais","Sudeste",3
"Mato Verde",31,"Minas Gerais","Sudeste",3
"Matozinhos",31,"Minas Gerais","Sudeste",3
"Matutina",31,"Minas Gerais","Sudeste",3
"Medeiros",31,"Minas Gerais","Sudeste",3
"Medina",31,"Minas Gerais","Sudeste",3
"Mendes Pimentel",31,"Minas Gerais","Sudeste",3
"Mercês",31,"Minas Gerais","Sudeste",3
"Mesquita",31,"Minas Gerais","Sudeste",3
"Minas Novas",31,"Minas Gerais","Sudeste",3
"Minduri",31,"Minas Gerais","Sudeste",3
"Mirabela",31,"Minas Gerais","Sudeste",3
"Miradouro",31,"Minas Gerais","Sudeste",3
"Miraí",31,"Minas Gerais","Sudeste",3
"Miravânia",31,"Minas Gerais","Sudeste",3
"Moeda",31,"Minas Gerais","Sudeste",3
"Moema",31,"Minas Gerais","Sudeste",3
"Monjolos",31,"Minas Gerais","Sudeste",3
"Monsenhor Paulo",31,"Minas Gerais","Sudeste",3
"Montalvânia",31,"Minas Gerais","Sudeste",3
"Monte Alegre de Minas",31,"Minas Gerais","Sudeste",3
"Monte Azul",31,"Minas Gerais","Sudeste",3
"Monte Belo",31,"Minas Gerais","Sudeste",3
"Monte Carmelo",31,"Minas Gerais","Sudeste",3
"Monte Formoso",31,"Minas Gerais","Sudeste",3
"Monte Santo de Minas",31,"Minas Gerais","Sudeste",3
"Montes Claros",31,"Minas Gerais","Sudeste",3
"Monte Sião",31,"Minas Gerais","Sudeste",3
"Montezuma",31,"Minas Gerais","Sudeste",3
"Morada Nova de Minas",31,"Minas Gerais","Sudeste",3
"Morro da Garça",31,"Minas Gerais","Sudeste",3
"Morro do Pilar",31,"Minas Gerais","Sudeste",3
"Munhoz",31,"Minas Gerais","Sudeste",3
"Muriaé",31,"Minas Gerais","Sudeste",3
"Mutum",31,"Minas Gerais","Sudeste",3
"Muzambinho",31,"Minas Gerais","Sudeste",3
"Nacip Raydan",31,"Minas Gerais","Sudeste",3
"Nanuque",31,"Minas Gerais","Sudeste",3
"Naque",31,"Minas Gerais","Sudeste",3
"Natalândia",31,"Minas Gerais","Sudeste",3
"Natércia",31,"Minas Gerais","Sudeste",3
"Nazareno",31,"Minas Gerais","Sudeste",3
"Nepomuceno",31,"Minas Gerais","Sudeste",3
"Ninheira",31,"Minas Gerais","Sudeste",3
"Nova Belém",31,"Minas Gerais","Sudeste",3
"Nova Era",31,"Minas Gerais","Sudeste",3
"Nova Lima",31,"Minas Gerais","Sudeste",3
"Nova Módica",31,"Minas Gerais","Sudeste",3
"Nova Ponte",31,"Minas Gerais","Sudeste",3
"Nova Porteirinha",31,"Minas Gerais","Sudeste",3
"Nova Resende",31,"Minas Gerais","Sudeste",3
"Nova Serrana",31,"Minas Gerais","Sudeste",3
"Novo Cruzeiro",31,"Minas Gerais","Sudeste",3
"Novo Oriente de Minas",31,"Minas Gerais","Sudeste",3
"Novorizonte",31,"Minas Gerais","Sudeste",3
"Olaria",31,"Minas Gerais","Sudeste",3
"Olhos-d'Água",31,"Minas Gerais","Sudeste",3
"Olímpio Noronha",31,"Minas Gerais","Sudeste",3
"Oliveira",31,"Minas Gerais","Sudeste",3
"Oliveira Fortes",31,"Minas Gerais","Sudeste",3
"Onça de Pitangui",31,"Minas Gerais","Sudeste",3
"Oratórios",31,"Minas Gerais","Sudeste",3
"Orizânia",31,"Minas Gerais","Sudeste",3
"Ouro Branco",31,"Minas Gerais","Sudeste",3
"Ouro Fino",31,"Minas Gerais","Sudeste",3
"Ouro Preto",31,"Minas Gerais","Sudeste",3
"Ouro Verde de Minas",31,"Minas Gerais","Sudeste",3
"Padre Carvalho",31,"Minas Gerais","Sudeste",3
"Padre Paraíso",31,"Minas Gerais","Sudeste",3
"Paineiras",31,"Minas Gerais","Sudeste",3
"Pains",31,"Minas Gerais","Sudeste",3
"Pai Pedro",31,"Minas Gerais","Sudeste",3
"Paiva",31,"Minas Gerais","Sudeste",3
"Palma",31,"Minas Gerais","Sudeste",3
"Palmópolis",31,"Minas Gerais","Sudeste",3
"Papagaios",31,"Minas Gerais","Sudeste",3
"Paracatu",31,"Minas Gerais","Sudeste",3
"Pará de Minas",31,"Minas Gerais","Sudeste",3
"Paraguaçu",31,"Minas Gerais","Sudeste",3
"Paraisópolis",31,"Minas Gerais","Sudeste",3
"Paraopeba",31,"Minas Gerais","Sudeste",3
"Passabém",31,"Minas Gerais","Sudeste",3
"Passa Quatro",31,"Minas Gerais","Sudeste",3
"Passa Tempo",31,"Minas Gerais","Sudeste",3
"Passa Vinte",31,"Minas Gerais","Sudeste",3
"Passos",31,"Minas Gerais","Sudeste",3
"Patis",31,"Minas Gerais","Sudeste",3
"Patos de Minas",31,"Minas Gerais","Sudeste",3
"Patrocínio",31,"Minas Gerais","Sudeste",3
"Patrocínio do Muriaé",31,"Minas Gerais","Sudeste",3
"Paula Cândido",31,"Minas Gerais","Sudeste",3
"Paulistas",31,"Minas Gerais","Sudeste",3
"Pavão",31,"Minas Gerais","Sudeste",3
"Peçanha",31,"Minas Gerais","Sudeste",3
"Pedra Azul",31,"Minas Gerais","Sudeste",3
"Pedra Bonita",31,"Minas Gerais","Sudeste",3
"Pedra do Anta",31,"Minas Gerais","Sudeste",3
"Pedra do Indaiá",31,"Minas Gerais","Sudeste",3
"Pedra Dourada",31,"Minas Gerais","Sudeste",3
"Pedralva",31,"Minas Gerais","Sudeste",3
"Pedras de Maria da Cruz",31,"Minas Gerais","Sudeste",3
"Pedrinópolis",31,"Minas Gerais","Sudeste",3
"Pedro Leopoldo",31,"Minas Gerais","Sudeste",3
"Pedro Teixeira",31,"Minas Gerais","Sudeste",3
"Pequeri",31,"Minas Gerais","Sudeste",3
"Pequi",31,"Minas Gerais","Sudeste",3
"Perdigão",31,"Minas Gerais","Sudeste",3
"Perdizes",31,"Minas Gerais","Sudeste",3
"Perdões",31,"Minas Gerais","Sudeste",3
"Periquito",31,"Minas Gerais","Sudeste",3
"Pescador",31,"Minas Gerais","Sudeste",3
"Piau",31,"Minas Gerais","Sudeste",3
"Piedade de Caratinga",31,"Minas Gerais","Sudeste",3
"Piedade de Ponte Nova",31,"Minas Gerais","Sudeste",3
"Piedade do Rio Grande",31,"Minas Gerais","Sudeste",3
"Piedade dos Gerais",31,"Minas Gerais","Sudeste",3
"Pimenta",31,"Minas Gerais","Sudeste",3
"Pingo d'Água",31,"Minas Gerais","Sudeste",3
"Pintópolis",31,"Minas Gerais","Sudeste",3
"Piracema",31,"Minas Gerais","Sudeste",3
"Pirajuba",31,"Minas Gerais","Sudeste",3
"Piranga",31,"Minas Gerais","Sudeste",3
"Piranguçu",31,"Minas Gerais","Sudeste",3
"Piranguinho",31,"Minas Gerais","Sudeste",3
"Pirapetinga",31,"Minas Gerais","Sudeste",3
"Pirapora",31,"Minas Gerais","Sudeste",3
"Piraúba",31,"Minas Gerais","Sudeste",3
"Pitangui",31,"Minas Gerais","Sudeste",3
"Piumhi",31,"Minas Gerais","Sudeste",3
"Planura",31,"Minas Gerais","Sudeste",3
"Poço Fundo",31,"Minas Gerais","Sudeste",3
"Poços de Caldas",31,"Minas Gerais","Sudeste",3
"Pocrane",31,"Minas Gerais","Sudeste",3
"Pompéu",31,"Minas Gerais","Sudeste",3
"Ponte Nova",31,"Minas Gerais","Sudeste",3
"Ponto Chique",31,"Minas Gerais","Sudeste",3
"Ponto dos Volantes",31,"Minas Gerais","Sudeste",3
"Porteirinha",31,"Minas Gerais","Sudeste",3
"Porto Firme",31,"Minas Gerais","Sudeste",3
"Poté",31,"Minas Gerais","Sudeste",3
"Pouso Alegre",31,"Minas Gerais","Sudeste",3
"Pouso Alto",31,"Minas Gerais","Sudeste",3
"Prados",31,"Minas Gerais","Sudeste",3
"Prata",31,"Minas Gerais","Sudeste",3
"Pratápolis",31,"Minas Gerais","Sudeste",3
"Pratinha",31,"Minas Gerais","Sudeste",3
"Presidente Bernardes",31,"Minas Gerais","Sudeste",3
"Presidente Juscelino",31,"Minas Gerais","Sudeste",3
"Presidente Kubitschek",31,"Minas Gerais","Sudeste",3
"Presidente Olegário",31,"Minas Gerais","Sudeste",3
"Alto Jequitibá",31,"Minas Gerais","Sudeste",3
"Prudente de Morais",31,"Minas Gerais","Sudeste",3
"Quartel Geral",31,"Minas Gerais","Sudeste",3
"Queluzito",31,"Minas Gerais","Sudeste",3
"Raposos",31,"Minas Gerais","Sudeste",3
"Raul Soares",31,"Minas Gerais","Sudeste",3
"Recreio",31,"Minas Gerais","Sudeste",3
"Reduto",31,"Minas Gerais","Sudeste",3
"Resende Costa",31,"Minas Gerais","Sudeste",3
"Resplendor",31,"Minas Gerais","Sudeste",3
"Ressaquinha",31,"Minas Gerais","Sudeste",3
"Riachinho",31,"Minas Gerais","Sudeste",3
"Riacho dos Machados",31,"Minas Gerais","Sudeste",3
"Ribeirão das Neves",31,"Minas Gerais","Sudeste",3
"Ribeirão Vermelho",31,"Minas Gerais","Sudeste",3
"Rio Acima",31,"Minas Gerais","Sudeste",3
"Rio Casca",31,"Minas Gerais","Sudeste",3
"Rio Doce",31,"Minas Gerais","Sudeste",3
"Rio do Prado",31,"Minas Gerais","Sudeste",3
"Rio Espera",31,"Minas Gerais","Sudeste",3
"Rio Manso",31,"Minas Gerais","Sudeste",3
"Rio Novo",31,"Minas Gerais","Sudeste",3
"Rio Paranaíba",31,"Minas Gerais","Sudeste",3
"Rio Pardo de Minas",31,"Minas Gerais","Sudeste",3
"Rio Piracicaba",31,"Minas Gerais","Sudeste",3
"Rio Pomba",31,"Minas Gerais","Sudeste",3
"Rio Preto",31,"Minas Gerais","Sudeste",3
"Rio Vermelho",31,"Minas Gerais","Sudeste",3
"Ritápolis",31,"Minas Gerais","Sudeste",3
"Rochedo de Minas",31,"Minas Gerais","Sudeste",3
"Rodeiro",31,"Minas Gerais","Sudeste",3
"Romaria",31,"Minas Gerais","Sudeste",3
"Rosário da Limeira",31,"Minas Gerais","Sudeste",3
"Rubelita",31,"Minas Gerais","Sudeste",3
"Rubim",31,"Minas Gerais","Sudeste",3
"Sabará",31,"Minas Gerais","Sudeste",3
"Sabinópolis",31,"Minas Gerais","Sudeste",3
"Sacramento",31,"Minas Gerais","Sudeste",3
"Salinas",31,"Minas Gerais","Sudeste",3
"Salto da Divisa",31,"Minas Gerais","Sudeste",3
"Santa Bárbara",31,"Minas Gerais","Sudeste",3
"Santa Bárbara do Leste",31,"Minas Gerais","Sudeste",3
"Santa Bárbara do Monte Verde",31,"Minas Gerais","Sudeste",3
"Santa Bárbara do Tugúrio",31,"Minas Gerais","Sudeste",3
"Santa Cruz de Minas",31,"Minas Gerais","Sudeste",3
"Santa Cruz de Salinas",31,"Minas Gerais","Sudeste",3
"Santa Cruz do Escalvado",31,"Minas Gerais","Sudeste",3
"Santa Efigênia de Minas",31,"Minas Gerais","Sudeste",3
"Santa Fé de Minas",31,"Minas Gerais","Sudeste",3
"Santa Helena de Minas",31,"Minas Gerais","Sudeste",3
"Santa Juliana",31,"Minas Gerais","Sudeste",3
"Santa Luzia",31,"Minas Gerais","Sudeste",3
"Santa Margarida",31,"Minas Gerais","Sudeste",3
"Santa Maria de Itabira",31,"Minas Gerais","Sudeste",3
"Santa Maria do Salto",31,"Minas Gerais","Sudeste",3
"Santa Maria do Suaçuí",31,"Minas Gerais","Sudeste",3
"Santana da Vargem",31,"Minas Gerais","Sudeste",3
"Santana de Cataguases",31,"Minas Gerais","Sudeste",3
"Santana de Pirapama",31,"Minas Gerais","Sudeste",3
"Santana do Deserto",31,"Minas Gerais","Sudeste",3
"Santana do Garambéu",31,"Minas Gerais","Sudeste",3
"Santana do Jacaré",31,"Minas Gerais","Sudeste",3
"Santana do Manhuaçu",31,"Minas Gerais","Sudeste",3
"Santana do Paraíso",31,"Minas Gerais","Sudeste",3
"Santana do Riacho",31,"Minas Gerais","Sudeste",3
"Santana dos Montes",31,"Minas Gerais","Sudeste",3
"Santa Rita de Caldas",31,"Minas Gerais","Sudeste",3
"Santa Rita de Jacutinga",31,"Minas Gerais","Sudeste",3
"Santa Rita de Minas",31,"Minas Gerais","Sudeste",3
"Santa Rita de Ibitipoca",31,"Minas Gerais","Sudeste",3
"Santa Rita do Itueto",31,"Minas Gerais","Sudeste",3
"Santa Rita do Sapucaí",31,"Minas Gerais","Sudeste",3
"Santa Rosa da Serra",31,"Minas Gerais","Sudeste",3
"Santa Vitória",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Amparo",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Aventureiro",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Grama",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Itambé",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Jacinto",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Monte",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Retiro",31,"Minas Gerais","Sudeste",3
"Santo Antônio do Rio Abaixo",31,"Minas Gerais","Sudeste",3
"Santo Hipólito",31,"Minas Gerais","Sudeste",3
"Santos Dumont",31,"Minas Gerais","Sudeste",3
"São Bento Abade",31,"Minas Gerais","Sudeste",3
"São Brás do Suaçuí",31,"Minas Gerais","Sudeste",3
"São Domingos das Dores",31,"Minas Gerais","Sudeste",3
"São Domingos do Prata",31,"Minas Gerais","Sudeste",3
"São Félix de Minas",31,"Minas Gerais","Sudeste",3
"São Francisco",31,"Minas Gerais","Sudeste",3
"São Francisco de Paula",31,"Minas Gerais","Sudeste",3
"São Francisco de Sales",31,"Minas Gerais","Sudeste",3
"São Francisco do Glória",31,"Minas Gerais","Sudeste",3
"São Geraldo",31,"Minas Gerais","Sudeste",3
"São Geraldo da Piedade",31,"Minas Gerais","Sudeste",3
"São Geraldo do Baixio",31,"Minas Gerais","Sudeste",3
"São Gonçalo do Abaeté",31,"Minas Gerais","Sudeste",3
"São Gonçalo do Pará",31,"Minas Gerais","Sudeste",3
"São Gonçalo do Rio Abaixo",31,"Minas Gerais","Sudeste",3
"São Gonçalo do Sapucaí",31,"Minas Gerais","Sudeste",3
"São Gotardo",31,"Minas Gerais","Sudeste",3
"São João Batista do Glória",31,"Minas Gerais","Sudeste",3
"São João da Lagoa",31,"Minas Gerais","Sudeste",3
"São João da Mata",31,"Minas Gerais","Sudeste",3
"São João da Ponte",31,"Minas Gerais","Sudeste",3
"São João das Missões",31,"Minas Gerais","Sudeste",3
"São João del Rei",31,"Minas Gerais","Sudeste",3
"São João do Manhuaçu",31,"Minas Gerais","Sudeste",3
"São João do Manteninha",31,"Minas Gerais","Sudeste",3
"São João do Oriente",31,"Minas Gerais","Sudeste",3
"São João do Pacuí",31,"Minas Gerais","Sudeste",3
"São João do Paraíso",31,"Minas Gerais","Sudeste",3
"São João Evangelista",31,"Minas Gerais","Sudeste",3
"São João Nepomuceno",31,"Minas Gerais","Sudeste",3
"São Joaquim de Bicas",31,"Minas Gerais","Sudeste",3
"São José da Barra",31,"Minas Gerais","Sudeste",3
"São José da Lapa",31,"Minas Gerais","Sudeste",3
"São José da Safira",31,"Minas Gerais","Sudeste",3
"São José da Varginha",31,"Minas Gerais","Sudeste",3
"São José do Alegre",31,"Minas Gerais","Sudeste",3
"São José do Divino",31,"Minas Gerais","Sudeste",3
"São José do Goiabal",31,"Minas Gerais","Sudeste",3
"São José do Jacuri",31,"Minas Gerais","Sudeste",3
"São José do Mantimento",31,"Minas Gerais","Sudeste",3
"São Lourenço",31,"Minas Gerais","Sudeste",3
"São Miguel do Anta",31,"Minas Gerais","Sudeste",3
"São Pedro da União",31,"Minas Gerais","Sudeste",3
"São Pedro dos Ferros",31,"Minas Gerais","Sudeste",3
"São Pedro do Suaçuí",31,"Minas Gerais","Sudeste",3
"São Romão",31,"Minas Gerais","Sudeste",3
"São Roque de Minas",31,"Minas Gerais","Sudeste",3
"São Sebastião da Bela Vista",31,"Minas Gerais","Sudeste",3
"São Sebastião da Vargem Alegre",31,"Minas Gerais","Sudeste",3
"São Sebastião do Anta",31,"Minas Gerais","Sudeste",3
"São Sebastião do Maranhão",31,"Minas Gerais","Sudeste",3
"São Sebastião do Oeste",31,"Minas Gerais","Sudeste",3
"São Sebastião do Paraíso",31,"Minas Gerais","Sudeste",3
"São Sebastião do Rio Preto",31,"Minas Gerais","Sudeste",3
"São Sebastião do Rio Verde",31,"Minas Gerais","Sudeste",3
"São Tiago",31,"Minas Gerais","Sudeste",3
"São Tomás de Aquino",31,"Minas Gerais","Sudeste",3
"São Thomé das Letras",31,"Minas Gerais","Sudeste",3
"São Vicente de Minas",31,"Minas Gerais","Sudeste",3
"Sapucaí-Mirim",31,"Minas Gerais","Sudeste",3
"Sardoá",31,"Minas Gerais","Sudeste",3
"Sarzedo",31,"Minas Gerais","Sudeste",3
"Setubinha",31,"Minas Gerais","Sudeste",3
"Sem-Peixe",31,"Minas Gerais","Sudeste",3
"Senador Amaral",31,"Minas Gerais","Sudeste",3
"Senador Cortes",31,"Minas Gerais","Sudeste",3
"Senador Firmino",31,"Minas Gerais","Sudeste",3
"Senador José Bento",31,"Minas Gerais","Sudeste",3
"Senador Modestino Gonçalves",31,"Minas Gerais","Sudeste",3
"Senhora de Oliveira",31,"Minas Gerais","Sudeste",3
"Senhora do Porto",31,"Minas Gerais","Sudeste",3
"Senhora dos Remédios",31,"Minas Gerais","Sudeste",3
"Sericita",31,"Minas Gerais","Sudeste",3
"Seritinga",31,"Minas Gerais","Sudeste",3
"Serra Azul de Minas",31,"Minas Gerais","Sudeste",3
"Serra da Saudade",31,"Minas Gerais","Sudeste",3
"Serra dos Aimorés",31,"Minas Gerais","Sudeste",3
"Serra do Salitre",31,"Minas Gerais","Sudeste",3
"Serrania",31,"Minas Gerais","Sudeste",3
"Serranópolis de Minas",31,"Minas Gerais","Sudeste",3
"Serranos",31,"Minas Gerais","Sudeste",3
"Serro",31,"Minas Gerais","Sudeste",3
"Sete Lagoas",31,"Minas Gerais","Sudeste",3
"Silveirânia",31,"Minas Gerais","Sudeste",3
"Silvianópolis",31,"Minas Gerais","Sudeste",3
"Simão Pereira",31,"Minas Gerais","Sudeste",3
"Simonésia",31,"Minas Gerais","Sudeste",3
"Sobrália",31,"Minas Gerais","Sudeste",3
"Soledade de Minas",31,"Minas Gerais","Sudeste",3
"Tabuleiro",31,"Minas Gerais","Sudeste",3
"Taiobeiras",31,"Minas Gerais","Sudeste",3
"Taparuba",31,"Minas Gerais","Sudeste",3
"Tapira",31,"Minas Gerais","Sudeste",3
"Tapiraí",31,"Minas Gerais","Sudeste",3
"Taquaraçu de Minas",31,"Minas Gerais","Sudeste",3
"Tarumirim",31,"Minas Gerais","Sudeste",3
"Teixeiras",31,"Minas Gerais","Sudeste",3
"Teófilo Otoni",31,"Minas Gerais","Sudeste",3
"Timóteo",31,"Minas Gerais","Sudeste",3
"Tiradentes",31,"Minas Gerais","Sudeste",3
"Tiros",31,"Minas Gerais","Sudeste",3
"Tocantins",31,"Minas Gerais","Sudeste",3
"Tocos do Moji",31,"Minas Gerais","Sudeste",3
"Toledo",31,"Minas Gerais","Sudeste",3
"Tombos",31,"Minas Gerais","Sudeste",3
"Três Corações",31,"Minas Gerais","Sudeste",3
"Três Marias",31,"Minas Gerais","Sudeste",3
"Três Pontas",31,"Minas Gerais","Sudeste",3
"Tumiritinga",31,"Minas Gerais","Sudeste",3
"Tupaciguara",31,"Minas Gerais","Sudeste",3
"Turmalina",31,"Minas Gerais","Sudeste",3
"Turvolândia",31,"Minas Gerais","Sudeste",3
"Ubá",31,"Minas Gerais","Sudeste",3
"Ubaí",31,"Minas Gerais","Sudeste",3
"Ubaporanga",31,"Minas Gerais","Sudeste",3
"Uberaba",31,"Minas Gerais","Sudeste",3
"Uberlândia",31,"Minas Gerais","Sudeste",3
"Umburatiba",31,"Minas Gerais","Sudeste",3
"Unaí",31,"Minas Gerais","Sudeste",3
"União de Minas",31,"Minas Gerais","Sudeste",3
"Uruana de Minas",31,"Minas Gerais","Sudeste",3
"Urucânia",31,"Minas Gerais","Sudeste",3
"Urucuia",31,"Minas Gerais","Sudeste",3
"Vargem Alegre",31,"Minas Gerais","Sudeste",3
"Vargem Bonita",31,"Minas Gerais","Sudeste",3
"Vargem Grande do Rio Pardo",31,"Minas Gerais","Sudeste",3
"Varginha",31,"Minas Gerais","Sudeste",3
"Varjão de Minas",31,"Minas Gerais","Sudeste",3
"Várzea da Palma",31,"Minas Gerais","Sudeste",3
"Varzelândia",31,"Minas Gerais","Sudeste",3
"Vazante",31,"Minas Gerais","Sudeste",3
"Verdelândia",31,"Minas Gerais","Sudeste",3
"Veredinha",31,"Minas Gerais","Sudeste",3
"Veríssimo",31,"Minas Gerais","Sudeste",3
"Vermelho Novo",31,"Minas Gerais","Sudeste",3
"Vespasiano",31,"Minas Gerais","Sudeste",3
"Viçosa",31,"Minas Gerais","Sudeste",3
"Vieiras",31,"Minas Gerais","Sudeste",3
"Mathias Lobato",31,"Minas Gerais","Sudeste",3
"Virgem da Lapa",31,"Minas Gerais","Sudeste",3
"Virgínia",31,"Minas Gerais","Sudeste",3
"Virginópolis",31,"Minas Gerais","Sudeste",3
"Virgolândia",31,"Minas Gerais","Sudeste",3
"Visconde do Rio Branco",31,"Minas Gerais","Sudeste",3
"Volta Grande",31,"Minas Gerais","Sudeste",3
"Wenceslau Braz",31,"Minas Gerais","Sudeste",3
"Afonso Cláudio",32,"Espírito Santo","Sudeste",3
"Águia Branca",32,"Espírito Santo","Sudeste",3
"Água Doce do Norte",32,"Espírito Santo","Sudeste",3
"Alegre",32,"Espírito Santo","Sudeste",3
"Alfredo Chaves",32,"Espírito Santo","Sudeste",3
"Alto Rio Novo",32,"Espírito Santo","Sudeste",3
"Anchieta",32,"Espírito Santo","Sudeste",3
"Apiacá",32,"Espírito Santo","Sudeste",3
"Aracruz",32,"Espírito Santo","Sudeste",3
"Atílio Vivacqua",32,"Espírito Santo","Sudeste",3
"Baixo Guandu",32,"Espírito Santo","Sudeste",3
"Barra de São Francisco",32,"Espírito Santo","Sudeste",3
"Boa Esperança",32,"Espírito Santo","Sudeste",3
"Bom Jesus do Norte",32,"Espírito Santo","Sudeste",3
"Brejetuba",32,"Espírito Santo","Sudeste",3
"Cachoeiro de Itapemirim",32,"Espírito Santo","Sudeste",3
"Cariacica",32,"Espírito Santo","Sudeste",3
"Castelo",32,"Espírito Santo","Sudeste",3
"Colatina",32,"Espírito Santo","Sudeste",3
"Conceição da Barra",32,"Espírito Santo","Sudeste",3
"Conceição do Castelo",32,"Espírito Santo","Sudeste",3
"Divino de São Lourenço",32,"Espírito Santo","Sudeste",3
