"NomeCidade","CodEstadoIBGE","NomeEstado","Regiao","ID_Regiao"
"São João do Sabugi",24,"Rio Grande do Norte","Nordeste",2
"São José de Mipibu",24,"Rio Grande do Norte","Nordeste",2
"São José do Campestre",24,"Rio Grande do Norte","Nordeste",2
"São José do Seridó",24,"Rio Grande do Norte","Nordeste",2
"São Miguel",24,"Rio Grande do Norte","Nordeste",2
"São Miguel do Gostoso",24,"Rio Grande do Norte","Nordeste",2
"São Paulo do Potengi",24,"Rio Grande do Norte","Nordeste",2
"São Pedro",24,"Rio Grande do Norte","Nordeste",2
"São Rafael",24,"Rio Grande do Norte","Nordeste",2
"São Tomé",24,"Rio Grande do Norte","Nordeste",2
"São Vicente",24,"Rio Grande do Norte","Nordeste",2
"Senador Elói de Souza",24,"Rio Grande do Norte","Nordeste",2
"Senador Georgino Avelino",24,"Rio Grande do Norte","Nordeste",2
"Serra de São Bento",24,"Rio Grande do Norte","Nordeste",2
"Serra do Mel",24,"Rio Grande do Norte","Nordeste",2
"Serra Negra do Norte",24,"Rio Grande do Norte","Nordeste",2
"Serrinha",24,"Rio Grande do Norte","Nordeste",2
"Serrinha dos Pintos",24,"Rio Grande do Norte","Nordeste",2
"Severiano Melo",24,"Rio Grande do Norte","Nordeste",2
"Sítio Novo",24,"Rio Grande do Norte","Nordeste",2
"Taboleiro Grande",24,"Rio Grande do Norte","Nordeste",2
"Taipu",24,"Rio Grande do Norte","Nordeste",2
"Tangará",24,"Rio Grande do Norte","Nordeste",2
"Tenente Ananias",24,"Rio Grande do Norte","Nordeste",2
"Tenente Laurentino Cruz",24,"Rio Grande do Norte","Nordeste",2
"Tibau do Sul",24,"Rio Grande do Norte","Nordeste",2
"Timbaúba dos Batistas",24,"Rio Grande do Norte","Nordeste",2
"Touros",24,"Rio Grande do Norte","Nordeste",2
"Triunfo Potiguar",24,"Rio Grande do Norte","Nordeste",2
"Umarizal",24,"Rio Grande do Norte","Nordeste",2
"Upanema",24,"Rio Grande do Norte","Nordeste",2
"Várzea",24,"Rio Grande do Norte","Nordeste",2
"Venha-Ver",24,"Rio Grande do Norte","Nordeste",2
"Vera Cruz",24,"Rio Grande do Norte","Nordeste",2
"Viçosa",24,"Rio Grande do Norte","Nordeste",2
"Vila Flor",24,"Rio Grande do Norte","Nordeste",2
"Água Branca",25,"Paraíba","Nordeste",2
"Aguiar",25,"Paraíba","Nordeste",2
"Alagoa Grande",25,"Paraíba","Nordeste",2
"Alagoa Nova",25,"Paraíba","Nordeste",2
"Alagoinha",25,"Paraíba","Nordeste",2
"Alcantil",25,"Paraíba","Nordeste",2
"Algodão de Jandaíra",25,"Paraíba","Nordeste",2
"Alhandra",25,"Paraíba","Nordeste",2
"São João do Rio do Peixe",25,"Paraíba","Nordeste",2
"Amparo",25,"Paraíba","Nordeste",2
"Aparecida",25,"Paraíba","Nordeste",2
"Araçagi",25,"Paraíba","Nordeste",2
"Arara",25,"Paraíba","Nordeste",2
"Araruna",25,"Paraíba","Nordeste",2
"Areia",25,"Paraíba","Nordeste",2
"Areia de Baraúnas",25,"Paraíba","Nordeste",2
"Areial",25,"Paraíba","Nordeste",2
"Aroeiras",25,"Paraíba","Nordeste",2
"Assunção",25,"Paraíba","Nordeste",2
"Baía da Traição",25,"Paraíba","Nordeste",2
"Bananeiras",25,"Paraíba","Nordeste",2
"Baraúna",25,"Paraíba","Nordeste",2
"Barra de Santana",25,"Paraíba","Nordeste",2
"Barra de Santa Rosa",25,"Paraíba","Nordeste",2
"Barra de São Miguel",25,"Paraíba","Nordeste",2
"Bayeux",25,"Paraíba","Nordeste",2
"Belém",25,"Paraíba","Nordeste",2
"Belém do Brejo do Cruz",25,"Paraíba","Nordeste",2
"Bernardino Batista",25,"Paraíba","Nordeste",2
"Boa Ventura",25,"Paraíba","Nordeste",2
"Boa Vista",25,"Paraíba","Nordeste",2
"Bom Jesus",25,"Paraíba","Nordeste",2
"Bom Sucesso",25,"Paraíba","Nordeste",2
"Bonito de Santa Fé",25,"Paraíba","Nordeste",2
"Boqueirão",25,"Paraíba","Nordeste",2
"Igaracy",25,"Paraíba","Nordeste",2
"Borborema",25,"Paraíba","Nordeste",2
"Brejo do Cruz",25,"Paraíba","Nordeste",2
"Brejo dos Santos",25,"Paraíba","Nordeste",2
"Caaporã",25,"Paraíba","Nordeste",2
"Cabaceiras",25,"Paraíba","Nordeste",2
"Cabedelo",25,"Paraíba","Nordeste",2
"Cachoeira dos Índios",25,"Paraíba","Nordeste",2
"Cacimba de Areia",25,"Paraíba","Nordeste",2
"Cacimba de Dentro",25,"Paraíba","Nordeste",2
"Cacimbas",25,"Paraíba","Nordeste",2
"Caiçara",25,"Paraíba","Nordeste",2
"Cajazeiras",25,"Paraíba","Nordeste",2
"Cajazeirinhas",25,"Paraíba","Nordeste",2
"Caldas Brandão",25,"Paraíba","Nordeste",2
"Camalaú",25,"Paraíba","Nordeste",2
"Campina Grande",25,"Paraíba","Nordeste",2
"Capim",25,"Paraíba","Nordeste",2
"Caraúbas",25,"Paraíba","Nordeste",2
"Carrapateira",25,"Paraíba","Nordeste",2
"Casserengue",25,"Paraíba","Nordeste",2
"Catingueira",25,"Paraíba","Nordeste",2
"Catolé do Rocha",25,"Paraíba","Nordeste",2
"Caturité",25,"Paraíba","Nordeste",2
"Conceição",25,"Paraíba","Nordeste",2
"Condado",25,"Paraíba","Nordeste",2
"Conde",25,"Paraíba","Nordeste",2
"Congo",25,"Paraíba","Nordeste",2
"Coremas",25,"Paraíba","Nordeste",2
"Coxixola",25,"Paraíba","Nordeste",2
"Cruz do Espírito Santo",25,"Paraíba","Nordeste",2
"Cubati",25,"Paraíba","Nordeste",2
"Cuité",25,"Paraíba","Nordeste",2
"Cuitegi",25,"Paraíba","Nordeste",2
"Cuité de Mamanguape",25,"Paraíba","Nordeste",2
"Curral de Cima",25,"Paraíba","Nordeste",2
"Curral Velho",25,"Paraíba","Nordeste",2
"Damião",25,"Paraíba","Nordeste",2
"Desterro",25,"Paraíba","Nordeste",2
"Vista Serrana",25,"Paraíba","Nordeste",2
"Diamante",25,"Paraíba","Nordeste",2
"Dona Inês",25,"Paraíba","Nordeste",2
"Duas Estradas",25,"Paraíba","Nordeste",2
"Emas",25,"Paraíba","Nordeste",2
"Esperança",25,"Paraíba","Nordeste",2
"Fagundes",25,"Paraíba","Nordeste",2
"Frei Martinho",25,"Paraíba","Nordeste",2
"Gado Bravo",25,"Paraíba","Nordeste",2
"Guarabira",25,"Paraíba","Nordeste",2
"Gurinhém",25,"Paraíba","Nordeste",2
"Gurjão",25,"Paraíba","Nordeste",2
"Ibiara",25,"Paraíba","Nordeste",2
"Imaculada",25,"Paraíba","Nordeste",2
"Ingá",25,"Paraíba","Nordeste",2
"Itabaiana",25,"Paraíba","Nordeste",2
"Itaporanga",25,"Paraíba","Nordeste",2
"Itapororoca",25,"Paraíba","Nordeste",2
"Itatuba",25,"Paraíba","Nordeste",2
"Jacaraú",25,"Paraíba","Nordeste",2
"Jericó",25,"Paraíba","Nordeste",2
"João Pessoa",25,"Paraíba","Nordeste",2
"Juarez Távora",25,"Paraíba","Nordeste",2
"Juazeirinho",25,"Paraíba","Nordeste",2
"Junco do Seridó",25,"Paraíba","Nordeste",2
"Juripiranga",25,"Paraíba","Nordeste",2
"Juru",25,"Paraíba","Nordeste",2
"Lagoa",25,"Paraíba","Nordeste",2
"Lagoa de Dentro",25,"Paraíba","Nordeste",2
"Lagoa Seca",25,"Paraíba","Nordeste",2
"Lastro",25,"Paraíba","Nordeste",2
"Livramento",25,"Paraíba","Nordeste",2
"Logradouro",25,"Paraíba","Nordeste",2
"Lucena",25,"Paraíba","Nordeste",2
"Mãe d'Água",25,"Paraíba","Nordeste",2
"Malta",25,"Paraíba","Nordeste",2
"Mamanguape",25,"Paraíba","Nordeste",2
"Manaíra",25,"Paraíba","Nordeste",2
"Marcação",25,"Paraíba","Nordeste",2
"Mari",25,"Paraíba","Nordeste",2
"Marizópolis",25,"Paraíba","Nordeste",2
"Massaranduba",25,"Paraíba","Nordeste",2
"Mataraca",25,"Paraíba","Nordeste",2
"Matinhas",25,"Paraíba","Nordeste",2
"Mato Grosso",25,"Paraíba","Nordeste",2
"Maturéia",25,"Paraíba","Nordeste",2
"Mogeiro",25,"Paraíba","Nordeste",2
"Montadas",25,"Paraíba","Nordeste",2
"Monte Horebe",25,"Paraíba","Nordeste",2
"Monteiro",25,"Paraíba","Nordeste",2
"Mulungu",25,"Paraíba","Nordeste",2
"Natuba",25,"Paraíba","Nordeste",2
"Nazarezinho",25,"Paraíba","Nordeste",2
"Nova Floresta",25,"Paraíba","Nordeste",2
"Nova Olinda",25,"Paraíba","Nordeste",2
"Nova Palmeira",25,"Paraíba","Nordeste",2
"Olho d'Água",25,"Paraíba","Nordeste",2
"Olivedos",25,"Paraíba","Nordeste",2
"Ouro Velho",25,"Paraíba","Nordeste",2
"Parari",25,"Paraíba","Nordeste",2
"Passagem",25,"Paraíba","Nordeste",2
"Patos",25,"Paraíba","Nordeste",2
"Paulista",25,"Paraíba","Nordeste",2
"Pedra Branca",25,"Paraíba","Nordeste",2
"Pedra Lavrada",25,"Paraíba","Nordeste",2
"Pedras de Fogo",25,"Paraíba","Nordeste",2
"Piancó",25,"Paraíba","Nordeste",2
"Picuí",25,"Paraíba","Nordeste",2
"Pilar",25,"Paraíba","Nordeste",2
"Pilões",25,"Paraíba","Nordeste",2
"Pilõezinhos",25,"Paraíba","Nordeste",2
"Pirpirituba",25,"Paraíba","Nordeste",2
"Pitimbu",25,"Paraíba","Nordeste",2
"Pocinhos",25,"Paraíba","Nordeste",2
"Poço Dantas",25,"Paraíba","Nordeste",2
"Poço de José de Moura",25,"Paraíba","Nordeste",2
"Pombal",25,"Paraíba","Nordeste",2
"Prata",25,"Paraíba","Nordeste",2
"Princesa Isabel",25,"Paraíba","Nordeste",2
"Puxinanã",25,"Paraíba","Nordeste",2
"Queimadas",25,"Paraíba","Nordeste",2
"Quixaba",25,"Paraíba","Nordeste",2
"Remígio",25,"Paraíba","Nordeste",2
"Pedro Régis",25,"Paraíba","Nordeste",2
"Riachão",25,"Paraíba","Nordeste",2
"Riachão do Bacamarte",25,"Paraíba","Nordeste",2
"Riachão do Poço",25,"Paraíba","Nordeste",2
"Riacho de Santo Antônio",25,"Paraíba","Nordeste",2
"Riacho dos Cavalos",25,"Paraíba","Nordeste",2
"Rio Tinto",25,"Paraíba","Nordeste",2
"Salgadinho",25,"Paraíba","Nordeste",2
"Salgado de São Félix",25,"Paraíba","Nordeste",2
"Santa Cecília",25,"Paraíba","Nordeste",2
"Santa Cruz",25,"Paraíba","Nordeste",2
"Santa Helena",25,"Paraíba","Nordeste",2
"Santa Inês",25,"Paraíba","Nordeste",2
"Santa Luzia",25,"Paraíba","Nordeste",2
"Santana de Mangueira",25,"Paraíba","Nordeste",2
"Santana dos Garrotes",25,"Paraíba","Nordeste",2
"Joca Claudino",25,"Paraíba","Nordeste",2
"Santa Rita",25,"Paraíba","Nordeste",2
"Santa Teresinha",25,"Paraíba","Nordeste",2
"Santo André",25,"Paraíba","Nordeste",2
"São Bento",25,"Paraíba","Nordeste",2
"São Bentinho",25,"Paraíba","Nordeste",2
"São Domingos do Cariri",25,"Paraíba","Nordeste",2
"São Domingos",25,"Paraíba","Nordeste",2
"São Francisco",25,"Paraíba","Nordeste",2
"São João do Cariri",25,"Paraíba","Nordeste",2
"São João do Tigre",25,"Paraíba","Nordeste",2
"São José da Lagoa Tapada",25,"Paraíba","Nordeste",2
"São José de Caiana",25,"Paraíba","Nordeste",2
"São José de Espinharas",25,"Paraíba","Nordeste",2
"São José dos Ramos",25,"Paraíba","Nordeste",2
"São José de Piranhas",25,"Paraíba","Nordeste",2
"São José de Princesa",25,"Paraíba","Nordeste",2
"São José do Bonfim",25,"Paraíba","Nordeste",2
"São José do Brejo do Cruz",25,"Paraíba","Nordeste",2
"São José do Sabugi",25,"Paraíba","Nordeste",2
"São José dos Cordeiros",25,"Paraíba","Nordeste",2
"São Mamede",25,"Paraíba","Nordeste",2
"São Miguel de Taipu",25,"Paraíba","Nordeste",2
"São Sebastião de Lagoa de Roça",25,"Paraíba","Nordeste",2
"São Sebastião do Umbuzeiro",25,"Paraíba","Nordeste",2
"Sapé",25,"Paraíba","Nordeste",2
"São Vicente do Seridó",25,"Paraíba","Nordeste",2
"Serra Branca",25,"Paraíba","Nordeste",2
"Serra da Raiz",25,"Paraíba","Nordeste",2
"Serra Grande",25,"Paraíba","Nordeste",2
"Serra Redonda",25,"Paraíba","Nordeste",2
"Serraria",25,"Paraíba","Nordeste",2
"Sertãozinho",25,"Paraíba","Nordeste",2
"Sobrado",25,"Paraíba","Nordeste",2
"Solânea",25,"Paraíba","Nordeste",2
"Soledade",25,"Paraíba","Nordeste",2
"Sossêgo",25,"Paraíba","Nordeste",2
"Sousa",25,"Paraíba","Nordeste",2
"Sumé",25,"Paraíba","Nordeste",2
"Tacima",25,"Paraíba","Nordeste",2
"Taperoá",25,"Paraíba","Nordeste",2
"Tavares",25,"Paraíba","Nordeste",2
"Teixeira",25,"Paraíba","Nordeste",2
"Tenório",25,"Paraíba","Nordeste",2
"Triunfo",25,"Paraíba","Nordeste",2
"Uiraúna",25,"Paraíba","Nordeste",2
"Umbuzeiro",25,"Paraíba","Nordeste",2
"Várzea",25,"Paraíba","Nordeste",2
"Vieirópolis",25,"Paraíba","Nordeste",2
"Zabelê",25,"Paraíba","Nordeste",2
"Abreu e Lima",26,"Pernambuco","Nordeste",2
"Afogados da Ingazeira",26,"Pernambuco","Nordeste",2
"Afrânio",26,"Pernambuco","Nordeste",2
"Agrestina",26,"Pernambuco","Nordeste",2
"Água Preta",26,"Pernambuco","Nordeste",2
"Águas Belas",26,"Pernambuco","Nordeste",2
"Alagoinha",26,"Pernambuco","Nordeste",2
"Aliança",26,"Pernambuco","Nordeste",2
"Altinho",26,"Pernambuco","Nordeste",2
"Amaraji",26,"Pernambuco","Nordeste",2
"Angelim",26,"Pernambuco","Nordeste",2
"Araçoiaba",26,"Pernambuco","Nordeste",2
"Araripina",26,"Pernambuco","Nordeste",2
"Arcoverde",26,"Pernambuco","Nordeste",2
"Barra de Guabiraba",26,"Pernambuco","Nordeste",2
"Barreiros",26,"Pernambuco","Nordeste",2
"Belém de Maria",26,"Pernambuco","Nordeste",2
"Belém do São Francisco",26,"Pernambuco","Nordeste",2
"Belo Jardim",26,"Pernambuco","Nordeste",2
"Betânia",26,"Pernambuco","Nordeste",2
"Bezerros",26,"Pernambuco","Nordeste",2
"Bodocó",26,"Pernambuco","Nordeste",2
"Bom Conselho",26,"Pernambuco","Nordeste",2
"Bom Jardim",26,"Pernambuco","Nordeste",2
"Bonito",26,"Pernambuco","Nordeste",2
"Brejão",26,"Pernambuco","Nordeste",2
"Brejinho",26,"Pernambuco","Nordeste",2
"Brejo da Madre de Deus",26,"Pernambuco","Nordeste",2
"Buenos Aires",26,"Pernambuco","Nordeste",2
"Buíque",26,"Pernambuco","Nordeste",2
"Cabo de Santo Agostinho",26,"Pernambuco","Nordeste",2
"Cabrobó",26,"Pernambuco","Nordeste",2
"Cachoeirinha",26,"Pernambuco","Nordeste",2
"Caetés",26,"Pernambuco","Nordeste",2
"Calçado",26,"Pernambuco","Nordeste",2
"Calumbi",26,"Pernambuco","Nordeste",2
"Camaragibe",26,"Pernambuco","Nordeste",2
"Camocim de São Félix",26,"Pernambuco","Nordeste",2
"Camutanga",26,"Pernambuco","Nordeste",2
"Canhotinho",26,"Pernambuco","Nordeste",2
"Capoeiras",26,"Pernambuco","Nordeste",2
"Carnaíba",26,"Pernambuco","Nordeste",2
"Carnaubeira da Penha",26,"Pernambuco","Nordeste",2
"Carpina",26,"Pernambuco","Nordeste",2
"Caruaru",26,"Pernambuco","Nordeste",2
"Casinhas",26,"Pernambuco","Nordeste",2
"Catende",26,"Pernambuco","Nordeste",2
"Cedro",26,"Pernambuco","Nordeste",2
"Chã de Alegria",26,"Pernambuco","Nordeste",2
"Chã Grande",26,"Pernambuco","Nordeste",2
"Condado",26,"Pernambuco","Nordeste",2
"Correntes",26,"Pernambuco","Nordeste",2
"Cortês",26,"Pernambuco","Nordeste",2
"Cumaru",26,"Pernambuco","Nordeste",2
"Cupira",26,"Pernambuco","Nordeste",2
"Custódia",26,"Pernambuco","Nordeste",2
"Dormentes",26,"Pernambuco","Nordeste",2
"Escada",26,"Pernambuco","Nordeste",2
"Exu",26,"Pernambuco","Nordeste",2
"Feira Nova",26,"Pernambuco","Nordeste",2
"Fernando de Noronha",26,"Pernambuco","Nordeste",2
"Ferreiros",26,"Pernambuco","Nordeste",2
"Flores",26,"Pernambuco","Nordeste",2
"Floresta",26,"Pernambuco","Nordeste",2
"Frei Miguelinho",26,"Pernambuco","Nordeste",2
"Gameleira",26,"Pernambuco","Nordeste",2
"Garanhuns",26,"Pernambuco","Nordeste",2
"Glória do Goitá",26,"Pernambuco","Nordeste",2
"Goiana",26,"Pernambuco","Nordeste",2
"Granito",26,"Pernambuco","Nordeste",2
"Gravatá",26,"Pernambuco","Nordeste",2
"Iati",26,"Pernambuco","Nordeste",2
"Ibimirim",26,"Pernambuco","Nordeste",2
"Ibirajuba",26,"Pernambuco","Nordeste",2
"Igarassu",26,"Pernambuco","Nordeste",2
"Iguaracy",26,"Pernambuco","Nordeste",2
"Inajá",26,"Pernambuco","Nordeste",2
"Ingazeira",26,"Pernambuco","Nordeste",2
"Ipojuca",26,"Pernambuco","Nordeste",2
"Ipubi",26,"Pernambuco","Nordeste",2
"Itacuruba",26,"Pernambuco","Nordeste",2
"Itaíba",26,"Pernambuco","Nordeste",2
"Ilha de Itamaracá",26,"Pernambuco","Nordeste",2
"Itambé",26,"Pernambuco","Nordeste",2
"Itapetim",26,"Pernambuco","Nordeste",2
"Itapissuma",26,"Pernambuco","Nordeste",2
"Itaquitinga",26,"Pernambuco","Nordeste",2
"Jaboatão dos Guararapes",26,"Pernambuco","Nordeste",2
"Jaqueira",26,"Pernambuco","Nordeste",2
"Jataúba",26,"Pernambuco","Nordeste",2
"Jatobá",26,"Pernambuco","Nordeste",2
"João Alfredo",26,"Pernambuco","Nordeste",2
"Joaquim Nabuco",26,"Pernambuco","Nordeste",2
"Jucati",26,"Pernambuco","Nordeste",2
"Jupi",26,"Pernambuco","Nordeste",2
"Jurema",26,"Pernambuco","Nordeste",2
"Lagoa do Carro",26,"Pernambuco","Nordeste",2
"Lagoa de Itaenga",26,"Pernambuco","Nordeste",2
"Lagoa do Ouro",26,"Pernambuco","Nordeste",2
"Lagoa dos Gatos",26,"Pernambuco","Nordeste",2
"Lagoa Grande",26,"Pernambuco","Nordeste",2
"Lajedo",26,"Pernambuco","Nordeste",2
"Limoeiro",26,"Pernambuco","Nordeste",2
"Macaparana",26,"Pernambuco","Nordeste",2
"Machados",26,"Pernambuco","Nordeste",2
"Manari",26,"Pernambuco","Nordeste",2
"Maraial",26,"Pernambuco","Nordeste",2
"Mirandiba",26,"Pernambuco","Nordeste",2
"Moreno",26,"Pernambuco","Nordeste",2
"Nazaré da Mata",26,"Pernambuco","Nordeste",2
"Olinda",26,"Pernambuco","Nordeste",2
"Orobó",26,"Pernambuco","Nordeste",2
"Orocó",26,"Pernambuco","Nordeste",2
"Ouricuri",26,"Pernambuco","Nordeste",2
"Palmares",26,"Pernambuco","Nordeste",2
"Palmeirina",26,"Pernambuco","Nordeste",2
"Panelas",26,"Pernambuco","Nordeste",2
"Paranatama",26,"Pernambuco","Nordeste",2
"Parnamirim",26,"Pernambuco","Nordeste",2
"Passira",26,"Pernambuco","Nordeste",2
"Paudalho",26,"Pernambuco","Nordeste",2
"Paulista",26,"Pernambuco","Nordeste",2
"Pedra",26,"Pernambuco","Nordeste",2
"Pesqueira",26,"Pernambuco","Nordeste",2
"Petrolândia",26,"Pernambuco","Nordeste",2
"Petrolina",26,"Pernambuco","Nordeste",2
"Poção",26,"Pernambuco","Nordeste",2
"Pombos",26,"Pernambuco","Nordeste",2
"Primavera",26,"Pernambuco","Nordeste",2
"Quipapá",26,"Pernambuco","Nordeste",2
"Quixaba",26,"Pernambuco","Nordeste",2
"Recife",26,"Pernambuco","Nordeste",2
"Riacho das Almas",26,"Pernambuco","Nordeste",2
"Ribeirão",26,"Pernambuco","Nordeste",2
"Rio Formoso",26,"Pernambuco","Nordeste",2
"Sairé",26,"Pernambuco","Nordeste",2
"Salgadinho",26,"Pernambuco","Nordeste",2
"Salgueiro",26,"Pernambuco","Nordeste",2
"Saloá",26,"Pernambuco","Nordeste",2
"Sanharó",26,"Pernambuco","Nordeste",2
"Santa Cruz",26,"Pernambuco","Nordeste",2
"Santa Cruz da Baixa Verde",26,"Pernambuco","Nordeste",2
"Santa Cruz do Capibaribe",26,"Pernambuco","Nordeste",2
"Santa Filomena",26,"Pernambuco","Nordeste",2
"Santa Maria da Boa Vista",26,"Pernambuco","Nordeste",2
"Santa Maria do Cambucá",26,"Pernambuco","Nordeste",2
"Santa Terezinha",26,"Pernambuco","Nordeste",2
"São Benedito do Sul",26,"Pernambuco","Nordeste",2
"São Bento do Una",26,"Pernambuco","Nordeste",2
"São Caitano",26,"Pernambuco","Nordeste",2
"São João",26,"Pernambuco","Nordeste",2
"São Joaquim do Monte",26,"Pernambuco","Nordeste",2
"São José da Coroa Grande",26,"Pernambuco","Nordeste",2
"São José do Belmonte",26,"Pernambuco","Nordeste",2
"São José do Egito",26,"Pernambuco","Nordeste",2
"São Lourenço da Mata",26,"Pernambuco","Nordeste",2
"São Vicente Férrer",26,"Pernambuco","Nordeste",2
"Serra Talhada",26,"Pernambuco","Nordeste",2
"Serrita",26,"Pernambuco","Nordeste",2
"Sertânia",26,"Pernambuco","Nordeste",2
"Sirinhaém",26,"Pernambuco","Nordeste",2
"Moreilândia",26,"Pernambuco","Nordeste",2
"Solidão",26,"Pernambuco","Nordeste",2
"Surubim",26,"Pernambuco","Nordeste",2
"Tabira",26,"Pernambuco","Nordeste",2
"Tacaimbó",26,"Pernambuco","Nordeste",2
"Tacaratu",26,"Pernambuco","Nordeste",2
"Tamandaré",26,"Pernambuco","Nordeste",2
"Taquaritinga do Norte",26,"Pernambuco","Nordeste",2
"Terezinha",26,"Pernambuco","Nordeste",2
"Terra Nova",26,"Pernambuco","Nordeste",2
"Timbaúba",26,"Pernambuco","Nordeste",2
"Toritama",26,"Pernambuco","Nordeste",2
"Tracunhaém",26,"Pernambuco","Nordeste",2
"Trindade",26,"Pernambuco","Nordeste",2
"Triunfo",26,"Pernambuco","Nordeste",2
"Tupanatinga",26,"Pernambuco","Nordeste",2
"Tuparetama",26,"Pernambuco","Nordeste",2
"Venturosa",26,"Pernambuco","Nordeste",2
"Verdejante",26,"Pernambuco","Nordeste",2
"Vertente do Lério",26,"Pernambuco","Nordeste",2
"Vertentes",26,"Pernambuco","Nordeste",2
"Vicência",26,"Pernambuco","Nordeste",2
"Vitória de Santo Antão",26,"Pernambuco","Nordeste",2
"Xexéu",26,"Pernambuco","Nordeste",2
"Água Branca",27,"Alagoas","Nordeste",2
"Anadia",27,"Alagoas","Nordeste",2
"Arapiraca",27,"Alagoas","Nordeste",2
"Atalaia",27,"Alagoas","Nordeste",2
"Barra de Santo Antônio",27,"Alagoas","Nordeste",2
"Barra de São Miguel",27,"Alagoas","Nordeste",2
"Batalha",27,"Alagoas","Nordeste",2
"Belém",27,"Alagoas","Nordeste",2
"Belo Monte",27,"Alagoas","Nordeste",2
"Boca da Mata",27,"Alagoas","Nordeste",2
"Branquinha",27,"Alagoas","Nordeste",2
"Cacimbinhas",27,"Alagoas","Nordeste",2
"Cajueiro",27,"Alagoas","Nordeste",2
"Campestre",27,"Alagoas","Nordeste",2
"Campo Alegre",27,"Alagoas","Nordeste",2
"Campo Grande",27,"Alagoas","Nordeste",2
"Canapi",27,"Alagoas","Nordeste",2
"Capela",27,"Alagoas","Nordeste",2
"Carneiros",27,"Alagoas","Nordeste",2
"Chã Preta",27,"Alagoas","Nordeste",2
"Coité do Nóia",27,"Alagoas","Nordeste",2
"Colônia Leopoldina",27,"Alagoas","Nordeste",2
"Coqueiro Seco",27,"Alagoas","Nordeste",2
"Coruripe",27,"Alagoas","Nordeste",2
"Craíbas",27,"Alagoas","Nordeste",2
"Delmiro Gouveia",27,"Alagoas","Nordeste",2
"Dois Riachos",27,"Alagoas","Nordeste",2
"Estrela de Alagoas",27,"Alagoas","Nordeste",2
"Feira Grande",27,"Alagoas","Nordeste",2
"Feliz Deserto",27,"Alagoas","Nordeste",2
"Flexeiras",27,"Alagoas","Nordeste",2
"Girau do Ponciano",27,"Alagoas","Nordeste",2
"Ibateguara",27,"Alagoas","Nordeste",2
"Igaci",27,"Alagoas","Nordeste",2
"Igreja Nova",27,"Alagoas","Nordeste",2
"Inhapi",27,"Alagoas","Nordeste",2
"Jacaré dos Homens",27,"Alagoas","Nordeste",2
"Jacuípe",27,"Alagoas","Nordeste",2
"Japaratinga",27,"Alagoas","Nordeste",2
"Jaramataia",27,"Alagoas","Nordeste",2
"Jequiá da Praia",27,"Alagoas","Nordeste",2
"Joaquim Gomes",27,"Alagoas","Nordeste",2
"Jundiá",27,"Alagoas","Nordeste",2
"Junqueiro",27,"Alagoas","Nordeste",2
"Lagoa da Canoa",27,"Alagoas","Nordeste",2
"Limoeiro de Anadia",27,"Alagoas","Nordeste",2
"Maceió",27,"Alagoas","Nordeste",2
"Major Isidoro",27,"Alagoas","Nordeste",2
"Maragogi",27,"Alagoas","Nordeste",2
"Maravilha",27,"Alagoas","Nordeste",2
"Marechal Deodoro",27,"Alagoas","Nordeste",2
"Maribondo",27,"Alagoas","Nordeste",2
"Mar Vermelho",27,"Alagoas","Nordeste",2
"Mata Grande",27,"Alagoas","Nordeste",2
"Matriz de Camaragibe",27,"Alagoas","Nordeste",2
"Messias",27,"Alagoas","Nordeste",2
"Minador do Negrão",27,"Alagoas","Nordeste",2
"Monteirópolis",27,"Alagoas","Nordeste",2
"Murici",27,"Alagoas","Nordeste",2
"Novo Lino",27,"Alagoas","Nordeste",2
"Olho d'Água das Flores",27,"Alagoas","Nordeste",2
"Olho d'Água do Casado",27,"Alagoas","Nordeste",2
"Olho d'Água Grande",27,"Alagoas","Nordeste",2
"Olivença",27,"Alagoas","Nordeste",2
"Ouro Branco",27,"Alagoas","Nordeste",2
"Palestina",27,"Alagoas","Nordeste",2
"Palmeira dos Índios",27,"Alagoas","Nordeste",2
"Pão de Açúcar",27,"Alagoas","Nordeste",2
"Pariconha",27,"Alagoas","Nordeste",2
"Paripueira",27,"Alagoas","Nordeste",2
"Passo de Camaragibe",27,"Alagoas","Nordeste",2
"Paulo Jacinto",27,"Alagoas","Nordeste",2
"Penedo",27,"Alagoas","Nordeste",2
"Piaçabuçu",27,"Alagoas","Nordeste",2
"Pilar",27,"Alagoas","Nordeste",2
"Pindoba",27,"Alagoas","Nordeste",2
"Piranhas",27,"Alagoas","Nordeste",2
"Poço das Trincheiras",27,"Alagoas","Nordeste",2
"Porto Calvo",27,"Alagoas","Nordeste",2
"Porto de Pedras",27,"Alagoas","Nordeste",2
"Porto Real do Colégio",27,"Alagoas","Nordeste",2
"Quebrangulo",27,"Alagoas","Nordeste",2
"Rio Largo",27,"Alagoas","Nordeste",2
"Roteiro",27,"Alagoas","Nordeste",2
"Santa Luzia do Norte",27,"Alagoas","Nordeste",2
"Santana do Ipanema",27,"Alagoas","Nordeste",2
"Santana do Mundaú",27,"Alagoas","Nordeste",2
"São Brás",27,"Alagoas","Nordeste",2
"São José da Laje",27,"Alagoas","Nordeste",2
"São José da Tapera",27,"Alagoas","Nordeste",2
"São Luís do Quitunde",27,"Alagoas","Nordeste",2
"São Miguel dos Campos",27,"Alagoas","Nordeste",2
